,movie_title,actor_name,actor_id
12923,acrimony,Lyriq Bent,2687.0
12924,god's not dead: a light in darkness,John Corbett,38405.0
12925,gemini,Zoë Kravitz,37153.0
12926,the last movie star,Ariel Winter,42160.0
12927,a quiet place,John Krasinski,17697.0
12928,blockers,Ike Barinholtz,198150.0
12929,you were never really here,Judith Roberts,14797.0
12930,chappaquiddick,Kate Mara,51072.0
12931,the miracle season,Helen Hunt,9994.0
12932,paterno,Riley Keough,98522.0
12933,beirut,Rosamund Pike,10882.0
12934,rampage,Naomie Harris,2038.0
12935,truth or dare,Tyler Posey,53280.0
12936,the rider,Lilly Jandreau,1800459.0
12937,sgt. stubby: an american hero,Helena Bonham Carter,1283.0
12938,sign gene,Carola Insolera,1808352.0
12939,i feel pretty,Michelle Williams,1812.0
12940,super troopers 2,Kevin Heffernan,56251.0
12941,traffik,Omar Epps,4987.0
12942,the house of tomorrow,Nick Offerman,17039.0
12943,avengers: infinity war,Chris Hemsworth,74568.0
12944,disobedience,Rachel McAdams,53714.0
12945,backstabbing for beginners,Ben Kingsley,2282.0
12946,kings,Daniel Craig,8784.0
12947,overboard,Anna Faris,1772.0
12948,tully,Mackenzie Davis,1110405.0
12949,bad samaritan,Robert Sheehan,118616.0
12950,the cleanse,Anna Friel,58016.0
12951,life of the party,Gillian Jacobs,94098.0
12952,breaking in,Billy Burke,21029.0
12953,the seagull,Saoirse Ronan,36592.0
12954,terminal,Simon Pegg,11108.0
12955,deadpool 2,Josh Brolin,16851.0
12956,book club,Jane Fonda,6352.0
12957,first reformed,Amanda Seyfried,71070.0
12958,show dogs,Ludacris,8171.0
12959,fahrenheit 451,Michael Shannon,335.0
12960,solo: a star wars story,Woody Harrelson,57755.0
12961,how to talk to girls at parties,Alex Sharp,136127.0
12962,in darkness,Ed Skrein,1047649.0
12963,future world,Suki Waterhouse,1325961.0
12964,the tale,Ellen Burstyn,9560.0
12965,action point,Chris Pontius,56586.0
12966,adrift,Sam Claflin,237455.0
12967,upgrade,Betty Gabriel,1660452.0
12968,american animals,Barry Keoghan,1290466.0
12969,social animals,Josh Radnor,144009.0
12970,ocean's 8,Cate Blanchett,112.0
12971,won't you be my neighbor?,François Clemmons,1211906.0
12972,hereditary,Alex Wolff,934281.0
12973,hotel artemis,Sterling K. Brown,1225953.0
12974,superfly,Jason Mitchell,1115984.0
12975,incredibles 2,Holly Hunter,18686.0
12976,tag,Jake Johnson,543505.0
12977,gotti,Spencer Lofranco,1174927.0
12978,jurassic world: fallen kingdom,Bryce Dallas Howard,18997.0
12979,boundaries,Christopher Plummer,290.0
12980,damsel,Mia Wasikowska,76070.0
12981,the domestics,Kate Bosworth,7517.0
12982,sicario: day of the soldado,Josh Brolin,16851.0
12983,leave no trace,Thomasin McKenzie,1356758.0
12984,love all you have left,Sara Wolfkind,3620497.0
12985,uncle drew,Lil Rel Howery,1488961.0
12986,woman walks ahead,Michael Greyeyes,154647.0
12987,who's watching oliver,Sara Malakul Lane,134488.0
12988,the first purge,Lex Scott Davis,1568053.0
12989,ant-man and the wasp,Evangeline Lilly,19034.0
12990,sorry to bother you,Tessa Thompson,62561.0
12991,whitney,unknown,5262074.0
12992,hotel transylvania 3: summer vacation,Andy Samberg,62861.0
12993,skyscraper,Neve Campbell,9206.0
12994,eighth grade,Josh Hamilton,52419.0
12995,"don't worry, he won't get far on foot",Jonah Hill,21007.0
12996,shock and awe,James Marsden,11006.0
12997,mamma mia! here we go again,Pierce Brosnan,517.0
12998,the equalizer 2,Pedro Pascal,1253360.0
12999,blindspotting,Rafael Casal,1932179.0
13000,unfriended: dark web,Rebecca Rittenhouse,1369367.0
13001,mission: impossible â fallout,Henry Cavill,73968.0
13002,teen titans go! to the movies,Scott Menville,113916.0
13003,hot summer nights,Maika Monroe,1094091.0
13004,puzzle,Irrfan Khan,76793.0
13005,extinction,Lizzy Caplan,51988.0
13006,christopher robin,Hayley Atwell,39459.0
13007,the darkest minds,Harris Dickinson,1716493.0
13008,the spy who dumped me,Kate McKinnon,1240487.0
13009,the miseducation of cameron post,John Gallagher Jr.,17487.0
13010,never goin' back,Camila Morrone,1932304.0
13011,dog days,Vanessa Hudgens,67599.0
13012,the meg,Li Bingbing,109432.0
13013,blackkklansman,Adam Driver,1023139.0
13014,slender man,Joey King,125025.0
13015,a prayer before dawn,Cherry Miko,2427734.0
13016,elizabeth harvest,Matthew Beard,213394.0
13017,crazy rich asians,Henry Golding,1807132.0
13018,alpha,Jóhannes Haukur Jóhannesson,238164.0
13019,mile 22,Iko Uwais,113732.0
13020,the wife,Jonathan Pryce,378.0
13021,billionaire boys club,Taron Egerton,1303037.0
13022,"juliet, naked",Ethan Hawke,569.0
13023,down a dark hall,Isabelle Fuhrman,77517.0
13024,to all the boys i've loved before,Noah Centineo,1253353.0
13025,the happytime murders,Bill Barretta,64182.0
13026,searching,Debra Messing,23959.0
13027,papillon,Rami Malek,17838.0
13028,a.x.l.,Becky G,1529446.0
13029,operation finale,Ben Kingsley,2282.0
13030,kin,Jack Reynor,1007683.0
13031,destination wedding,Keanu Reeves,6384.0
13032,reprisal,Frank Grillo,81685.0
13033,the nun,Taissa Farmiga,527313.0
13034,peppermint,John Ortiz,40543.0
13035,the predator,Trevante Rhodes,1650301.0
13036,white boy rick,Richie Merritt,1783255.0
13037,a simple favor,Blake Lively,59175.0
13038,the children act,Stanley Tucci,2283.0
13039,lizzie,Kristen Stewart,37917.0
13040,unbroken: path to redemption,Merritt Patterson,543990.0
13041,hell house llc ii: the abaddon hotel,Jillian Geurts,2148692.0
13042,the house with a clock in its walls,Cate Blanchett,112.0
13043,life itself,Olivia Wilde,59315.0
13044,the sisters brothers,Joaquin Phoenix,73421.0
13045,assassination nation,Suki Waterhouse,1325961.0
13046,little italy,Hayden Christensen,17244.0
13047,colette,Dominic West,17287.0
13048,fahrenheit 11/9,Roger Alies,1172926.0
13049,"love, gilda",Anne Beatts,1222967.0
13050,smallfoot,James Corden,55466.0
13051,night school,Tiffany Haddish,1230868.0
13052,the old man & the gun,Casey Affleck,1893.0
13053,hell fest,Reign Edwards,1978175.0
13054,venom,Michelle Williams,1812.0
13055,a star is born,Lady Gaga,237405.0
13056,the great buster: a celebration,Dick Cavett,10565.0
13057,first man,Claire Foy,120932.0
13058,bad times at the el royale,Cynthia Erivo,1765068.0
13059,goosebumps 2: haunted halloween,Madison Iseman,1597855.0
13060,beautiful boy,Timothée Chalamet,1190668.0
13061,the oath,Tiffany Haddish,1230868.0
13062,gosnell: the trial of america's biggest serial killer,Dean Cain,21721.0
13063,after everything,DeRon Horton,1625680.0
13064,halloween,Judy Greer,20750.0
13065,the hate u give,Regina Hall,35705.0
13066,can you ever forgive me?,Richard E. Grant,20766.0
13067,mid90s,Lucas Hedges,1105079.0
13068,wildlife,Jake Gyllenhaal,131.0
13069,what they had,Michael Shannon,335.0
13070,My Dinner with Hervé,Jamie Dornan,1254583.0
13071,hunter killer,Gary Oldman,64.0
13072,johnny english strikes again,Ben Miller,18025.0
13073,suspiria,Tilda Swinton,3063.0
13074,indivisible,Justin Bruening,169279.0
13075,bullitt county,Jenni Melear,1172679.0
13076,bohemian rhapsody,Lucy Boynton,86232.0
13077,the nutcracker and the four realms,Mackenzie Foy,851784.0
13078,nobody's fool,Tika Sumpter,110742.0
13079,boy erased,Nicole Kidman,2227.0
13080,the other side of the wind,Oja Kodar,143081.0
13081,a private war,Jamie Dornan,1254583.0
13082,bodied,Jackie Long,66526.0
13083,the front runner,Vera Farmiga,21657.0
13084,the grinch,Rashida Jones,80591.0
13085,the girl in the spider's web,Sverrir Gudnason,87663.0
13086,overlord,Wyatt Russell,986808.0
13087,the ballad of buster scruggs,James Franco,17051.0
13088,lazer team 2,Gavin Free,1262848.0
13089,fantastic beasts: the crimes of grindelwald,Katherine Waterston,77795.0
13090,widows,Michelle Rodriguez,17647.0
13091,green book,Mahershala Ali,932967.0
13092,instant family,Rose Byrne,9827.0
13093,ralph breaks the internet,Sarah Silverman,7404.0
13094,creed ii,Sylvester Stallone,16483.0
13095,robin hood,Jamie Foxx,134.0
13096,roma,Marina de Tavira,78883.0
13097,the favourite,Emma Stone,54693.0
13098,mowgli: legend of the jungle,Cate Blanchett,112.0
13099,the possession of hannah grace,Grey Damon,130769.0
13100,the cabin,Caitlin Crommett,2188444.0
13101,mary queen of scots,Margot Robbie,234352.0
13102,ben is back,Lucas Hedges,1105079.0
13103,spider-man: into the spider-verse,Jake Johnson,543505.0
13104,mortal engines,Robert Sheehan,118616.0
13105,the mule,Bradley Cooper,51329.0
13106,if beale street could talk,Stephan James,1388314.0
13107,mary poppins returns,Lin-Manuel Miranda,1179651.0
13108,aquaman,Amber Heard,55085.0
13109,bumblebee,John Cena,56446.0
13110,welcome to marwen,Leslie Mann,41087.0
13111,second act,Leah Remini,15050.0
13112,holmes & watson,John C. Reilly,4764.0
13113,vice,Amy Adams,9273.0
13114,on the basis of sex,Armie Hammer,53807.0
13115,destroyer,Sebastian Stan,60898.0
13116,escape room,Logan Miller,116088.0
13117,rust creek,Jay Paulson,88597.0
13118,american hangman,Vincent Kartheiser,52646.0
13119,a dog's way home,Edward James Olmos,587.0
13120,the upside,Kevin Hart,55638.0
13121,replicas,Alice Eve,59860.0
13122,after darkness,Kyra Sedgwick,26467.0
13123,glass,Bruce Willis,62.0
13124,close,Sophie Nélisse,1008607.0
13125,the standoff at sparrow creek,Brian Geraghty,49271.0
13126,the final wish,Michael Welch,56676.0
13127,the kid who would be king,Dean Chaumoo,2237110.0
13128,serenity,Anne Hathaway,1813.0
13129,i am mother,Rose Byrne,9827.0
13130,the vast of night,Jake Horowitz,1481235.0
13131,miss bala,Ismael Cruz Córdova,1100144.0
13132,velvet buzzsaw,Rene Russo,14343.0
13133,o.g,William Fichtner,886.0
13134,the lego movie 2: the second part,Elizabeth Banks,9281.0
13135,what men want,Tracy Morgan,1998108.0
13136,cold pursuit,Tom Bateman,1364004.0
13137,high flying bird,Zazie Beetz,1545693.0
13138,the prodigy,Peter Mooney,212772.0
13139,isn't it romantic,Liam Hemsworth,96066.0
13140,happy death day 2u,Israel Broussard,969140.0
13141,alita: battle angel,Christoph Waltz,27319.0
13142,how to train your dragon: the hidden world,America Ferrera,59174.0
13143,fighting with my family,Lena Headey,17286.0
13144,tyler perry's a madea family funeral,Courtney Burrell,2095675.0
13145,greta,ChloÃ« Grace Moretz,
13146,triple frontier,Oscar Isaac,25072.0
13147,captain marvel,Samuel L. Jackson,2231.0
13148,gloria bell,John Turturro,1241.0
13149,the kid,Dane DeHaan,122889.0
13150,wonder park,Ken Hudson Campbell,236327.0
13151,nancy drew and the hidden staircase,Zoe Renee,1758312.0
13152,captive state,Ashton Sanders,1152019.0
13153,the aftermath,Keira Knightley,116.0
13154,five feet apart,Haley Lu Richardson,1286328.0
13155,the highwaymen,Woody Harrelson,57755.0
13156,red 11,Lauren Hatfield,1686133.0
13157,never grow old,Tim Ahern,1186909.0
13158,triple threat,Iko Uwais,113732.0
13159,us,Winston Duke,1447932.0
13160,hotel mumbai,Armie Hammer,53807.0
13161,the dirt,Iwan Rheon,221978.0
13162,dragged across concrete,Vince Vaughn,4937.0
13163,dumbo,Michael Keaton,2232.0
13164,the beach bum,Zac Efron,29222.0
13165,unplanned,Brooks Ryan,1497306.0
13166,shazam!,Asher Angel,1768966.0
13167,pet sematary,Amy Seimetz,139150.0
13168,the best of enemies,Sam Rockwell,6807.0
13169,high life,Juliette Binoche,1137.0
13170,unicorn store,Samuel L. Jackson,2231.0
13171,the haunting of sharon tate,Jonathan Bennett,76996.0
13172,the wind,Ashley Zukerman,219960.0
13173,native son,Margaret Qualley,1392137.0
13174,the silence,Stanley Tucci,2283.0
13175,hellboy,Milla Jovovich,63.0
13176,little,Regina Hall,35705.0
13177,missing link,Zach Galifianakis,58225.0
13178,after,Hero Fiennes Tiffin,1114487.0
13179,her smell,Cara Delevingne,1289968.0
13180,breakthrough,Josh Lucas,6164.0
13181,penguins,unknown,5262074.0
13182,the curse of la llorona,Raymond Cruz,58650.0
13183,under the silver lake,Riley Keough,98522.0
13184,family,Brian Tyree Henry,226366.0
13185,fast color,Lorraine Toussaint,81726.0
13186,someone great,Brittany Snow,29221.0
13187,i spit on your grave: deja vu,Maria Olsen,142402.0
13188,avengers: endgame,Chris Evans,16828.0
13189,i trapped the devil,Scott Poythress,141958.0
13190,body at brighton rock,Casey Adams,1145778.0
13191,buffaloed,Jermaine Fowler,1488960.0
13192,long shot,Charlize Theron,6885.0
13193,the intruder,Michael Ealy,8177.0
13194,uglydolls,Pitbull,1009740.0
13195,"extremely wicked, shockingly evil and vile",Lily Collins,112561.0
13196,the last summer,Maia Mitchell,992366.0
13197,pokémon detective pikachu,Justice Smith,1029934.0
13198,the hustle,Rebel Wilson,221581.0
13199,tolkien,Lily Collins,112561.0
13200,poms,Jacki Weaver,67837.0
13201,the professor and the madman,Eddie Marsan,1665.0
13202,john wick: chapter 3 â parabellum,Halle Berry,4587.0
13203,a dog's journey,Josh Gad,54415.0
13204,the sun is also a star,Charles Melton,1907002.0
13205,the professor,Rosemarie DeWitt,14892.0
13206,the souvenir,Tom Burke,52891.0
13207,the tomorrow man,Blythe Danner,10401.0
13208,aladdin,Will Smith,2888.0
13209,brightburn,David Denman,62562.0
13210,booksmart,Beanie Feldstein,1496393.0
13211,the perfection,Logan Browning,93376.0
13212,always be my maybe,Randall Park,79082.0
13213,deadwood: the movie,Ian McShane,6972.0
13214,godzilla: king of the monsters,Vera Farmiga,21657.0
13215,rocketman,Jamie Bell,478.0
13216,ma,Juliette Lewis,3196.0
13217,dark phoenix,Michael Fassbender,17288.0
13218,the secret life of pets 2,Eric Stonestreet,156962.0
13219,late night,Mindy Kaling,125167.0
13220,the last black man in san francisco,Jonathan Majors,1674162.0
13221,changeland,Macaulay Culkin,11510.0
13222,men in black: international,Tessa Thompson,62561.0
13223,shaft,Jessie Usher,198847.0
13224,the dead don't die,Adam Driver,1023139.0
13225,murder mystery,Jennifer Aniston,4491.0
13226,plus one,Jack Quaid,1030513.0
13227,being frank,Logan Miller,116088.0
13228,toy story 4,Tim Allen,12898.0
13229,anna,Helen Mirren,15735.0
13230,child's play,Gabriel Bateman,1352028.0
13231,annabelle comes home,Madison Iseman,1597855.0
13232,yesterday,Lily James,1016168.0
13233,ophelia,Naomi Watts,3489.0
13234,killers anonymous,Rhyon Nicole Brown,1213608.0
13235,spider-man: far from home,Samuel L. Jackson,2231.0
13236,escape plan: the extractors,Curtis Jackson,1772629.0
13237,midsommar,Jack Reynor,1007683.0
13238,stuber,Dave Bautista,543530.0
13239,crawl,Barry Pepper,12834.0
13240,point blank,Anthony Mackie,53650.0
13241,the farewell,Tzi Ma,21629.0
13242,darlin',Cooper Andrews,111698.0
13243,the lion king,Seth Rogen,19274.0
13244,once upon a time in hollywood,Brad Pitt,287.0
13245,skin,Danielle Macdonald,1203789.0
13246,the red sea diving resort,Haley Bennett,58754.0
13247,fast & furious presents: hobbs & shaw,Jason Statham,976.0
13248,a score to settle,Benjamin Bratt,4589.0
13249,the operative,Martin Freeman,7060.0
13250,dora and the lost city of gold,Eugenio Derbez,239574.0
13251,the kitchen,Tiffany Haddish,1230868.0
13252,the art of racing in the rain,Amanda Seyfried,71070.0
13253,scary stories to tell in the dark,Michael Garza,1383546.0
13254,the peanut butter falcon,Dakota Johnson,118545.0
13255,after the wedding,Julianne Moore,1231.0
13256,light of my life,Anna Pniowsky,1737305.0
13257,the angry birds movie 2,Josh Gad,54415.0
13258,good boys,Brady Noon,2239159.0
13259,blinded by the light,Kulvinder Ghir,62229.0
13260,"where'd you go, bernadette",Billy Crudup,8289.0
13261,47 meters down: uncaged,Nia Long,9781.0
13262,gwen,Eleanor Worthington Cox,1462923.0
13263,ready or not,Adam Brody,11702.0
13264,angel has fallen,Morgan Freeman,192.0
13265,brittany runs a marathon,Michaela Watkins,113224.0
13266,overcomer,Priscilla Shirer,1498038.0
13267,jacob's ladder,Jesse Williams,210695.0
13268,burn,Suki Waterhouse,1325961.0
13269,official secrets,Matt Smith,136532.0
13270,don't let go,David Oyelowo,35013.0
13271,itsy bitsy,Denise Crosby,1743.0
13272,the fanatic,Devon Sawa,50398.0
13273,"debunkers, inc.",Izzy Pollak,1379500.0
13274,it chapter two,Jessica Chastain,83002.0
13275,satanic panic,Ruby Modine,1602964.0
13276,strange but true,Nick Robinson,1108907.0
13277,the obituary of tunde johnson,Nicola Peltz,61186.0
13278,the goldfinch,Oakes Fegley,1422517.0
13279,hustlers,Jennifer Lopez,16866.0
13280,the sound of silence,Peter Sarsgaard,133.0
13281,monos,Moisés Arias,57412.0
13282,tall girl,Griffin Gluck,971299.0
13283,ad astra,Tommy Lee Jones,2176.0
13284,downton abbey,Jim Carter,20070.0
13285,rambo: last blood,Adriana Barraza,270.0
13286,bloodline,Mariela Garriga,1729881.0
13287,running with the devil,Laurence Fishburne,2975.0
13288,fractured,Lily Rabe,4888.0
13289,abominable,Albert Tsai,1181320.0
13290,the laundromat,Gary Oldman,64.0
13291,judy,Jessie Buckley,1498158.0
13292,prey,Kristine Froseth,1633001.0
13293,10 minutes gone,Michael Chiklis,19654.0
13294,joker,Robert De Niro,380.0
13295,lucy in the sky,Jon Hamm,65717.0
13296,dolemite is my name,Keegan-Michael Key,298410.0
13297,in the tall grass,Harrison Gilbertson,127281.0
13298,low tide,Jaeden Martell,1274508.0
13299,wrinkles the clown,Christopher Barcia,
13300,little monsters,Alexander England,1527210.0
13301,gemini man,Mary Elizabeth Winstead,17628.0
13302,the addams family,Charlize Theron,6885.0
13303,the king,Joel Edgerton,33192.0
13304,jexi,Rose Byrne,9827.0
13305,polaroid,Grace Zabriskie,6465.0
13306,el camino: a breaking bad movie,Jesse Plemons,88124.0
13307,maleficent: mistress of evil,Elle Fanning,18050.0
13308,zombieland: double tap,Jesse Eisenberg,44735.0
13309,jojo rabbit,Thomasin McKenzie,1356758.0
13310,the lighthouse,Robert Pattinson,11288.0
13311,wounds,Dakota Johnson,118545.0
13312,black and blue,Tyrese Gibson,8169.0
13313,the current war,Michael Shannon,335.0
13314,countdown,Peter Facinelli,56857.0
13315,the kill team,Alexander Skarsgård,28846.0
13316,the gallows act ii,Ema Horvath,1921268.0
13317,terminator: dark fate,Arnold Schwarzenegger,1100.0
13318,motherless brooklyn,Bruce Willis,62.0
13319,the irishman,Al Pacino,1158.0
13320,harriet,Leslie Odom Jr.,1254614.0
13321,arctic dogs,James Franco,17051.0
13322,marriage story,Adam Driver,1023139.0
13323,doctor sleep,Rebecca Ferguson,933238.0
13324,last christmas,Henry Golding,1807132.0
13325,playing with fire,Keegan-Michael Key,298410.0
13326,let it snow,Shameik Moore,587506.0
13327,midway,Patrick Wilson,17178.0
13328,klaus,Jason Schwartzman,17881.0
13329,honey boy,Lucas Hedges,1105079.0
13330,lady and the tramp,Justin Theroux,15009.0
13331,noelle,Bill Hader,19278.0
13332,ford v ferrari,Christian Bale,3894.0
13333,charlie's angels,Naomi Scott,240724.0
13334,the good liar,Helen Mirren,15735.0
13335,the report,Annette Bening,516.0
13336,waves,Lucas Hedges,1105079.0
13337,frozen ii,Kristen Bell,40462.0
13338,a beautiful day in the neighborhood,Matthew Rhys,29528.0
13339,21 bridges,Sienna Miller,23459.0
13340,dark waters,Anne Hathaway,1813.0
13341,knives out,Chris Evans,16828.0
13342,queen & slim,Jodie Turner-Smith,1695989.0
13343,the two popes,Jonathan Pryce,378.0
13344,playmobil: the movie,Daniel Radcliffe,10980.0
13345,the aeronauts,Eddie Redmayne,37632.0
13346,a million little pieces,Billy Bob Thornton,879.0
13347,daniel isn't real,Patrick Schwarzenegger,1053422.0
13348,trauma center,Nicky Whelan,212833.0
13349,jumanji: the next level,Jack Black,70851.0
13350,richard jewell,Sam Rockwell,6807.0
13351,black christmas,Lily Donoghue,2077861.0
13352,6 underground,Mélanie Laurent,19119.0
13353,bombshell,Nicole Kidman,2227.0
13354,uncut gems,Lakeith Stanfield,1200864.0
13355,seberg,Jack O'Connell,85065.0
13356,a hidden life,Valerie Pachner,1420605.0
13357,star wars: the rise of skywalker,Mark Hamill,2.0
13358,cats,Judi Dench,5309.0
13359,togo,Julianne Nicholson,86034.0
13360,spies in disguise,Tom Holland,1136406.0
13361,little women,Emma Watson,10990.0
13362,1917,Dean-Charles Chapman,1332971.0
13363,just mercy,Jamie Foxx,134.0
13364,clemency,Wendell Pierce,17859.0
13365,the grudge,Demián Bichir,76961.0
13366,underwater,Vincent Cassel,1925.0
13367,like a boss,Rose Byrne,9827.0
13368,three christs,Peter Dinklage,22970.0
13369,inherit the viper,Margarita Levieva,59237.0
13370,the sonata,Simon Abkarian,10917.0
13371,the murder of nicole brown simpson,Nick Stahl,6408.0
13372,angels fallen,Houston Rhines,209045.0
13373,bad boys for life,Martin Lawrence,78029.0
13374,dolittle,Antonio Banderas,3131.0
13375,a fall from grace,Phylicia Rashad,119598.0
13376,the gentlemen,Charlie Hunnam,56365.0
13377,the turning,Finn Wolfhard,1442069.0
13378,the last full measure,Christopher Plummer,290.0
13379,john henry,Ludacris,8171.0
13380,the rhythm section,Jude Law,9642.0
13381,gretel & hansel,Sammy Leakey,2220157.0
13382,birds of prey,Mary Elizabeth Winstead,17628.0
13383,the lodge,Jaeden Martell,1274508.0
13384,timmy failure: mistakes were made,Ophelia Lovibond,82639.0
13385,horse girl,Debby Ryan,123846.0
13386,to all the boys: p.s. i still love you,Noah Centineo,1253353.0
13387,sonic the hedgehog,Ben Schwartz,222121.0
13388,fantasy island,Maggie Q,21045.0
13389,the photograph,Lakeith Stanfield,1200864.0
13390,downhill,Will Ferrell,23659.0
13391,spy intervention,Poppy Delevingne,1603909.0
13392,the kindness of strangers,Tahar Rahim,81051.0
13393,the call of the wild,Omar Sy,78423.0
13394,emma,Johnny Flynn,137108.0
13395,the last thing he wanted,Ben Affleck,880.0
13396,brahms: the boy ii,Owain Yeoman,61527.0
13397,the night clerk,Ana de Armas,224513.0
13398,impractical jokers: the movie,Joe Gatto,1374715.0
13399,the invisible man,Aldis Hodge,83860.0
13400,all the bright places,Justice Smith,1029934.0
13401,guns akimbo,Samara Weaving,1372369.0
13402,onward,Chris Pratt,73457.0
13403,the way back,Al Madrigal,90534.0
13404,spenser confidential,Winston Duke,1447932.0
13405,the banker,Nicholas Hoult,3292.0
13406,the burnt orange heresy,Elizabeth Debicki,1133349.0
13407,swallow,Austin Stowell,970216.0
13408,first cow,Orion Hall,
13409,bloodshot,Eiza González,1222992.0
13410,the hunt,Ike Barinholtz,198150.0
13411,i still believe,Britt Robertson,52018.0
13412,lost girls,Thomasin McKenzie,1356758.0
13413,stargirl,Graham Verchere,1529426.0
13414,the roads not taken,Elle Fanning,18050.0
13415,never rarely sometimes always,Talia Ryder,2475409.0
13416,big time adolescence,Griffin Gluck,971299.0
13417,lost transmissions,Juno Temple,36594.0
13418,resistance,Ed Harris,228.0
13419,uncorked,Courtney B. Vance,24047.0
13420,coffee & kareem,Taraji P. Henson,40036.0
13421,trolls world tour,Justin Timberlake,12111.0
13422,love wedding repeat,Sam Claflin,237455.0
13423,the main event,Tichina Arnold,83600.0
13424,we summon the darkness,Keean Johnson,1448516.0
13425,the lost husband,Josh Duhamel,19536.0
13426,corona zombies,Russell Coker,2610026.0
13427,sergio,Ana de Armas,224513.0
13428,the willoughbys,Maya Rudolph,52792.0
13429,extraction,Rudhraksh Jaiswal,2298804.0
13430,braking for whales,Tammin Sursok,94792.0
13431,bad education,Allison Janney,19.0
13432,dangerous lies,Jessie T. Usher,198847.0
13433,all day and a night,Jeffrey Wright,2954.0
13434,the wretched,Piper Curda,1308818.0
13435,the half of it,Daniel Diemer,1710334.0
13436,arkansas,Clark Duke,54729.0
13437,valley girl,Josh Whitehouse,1711290.0
13438,capone,Linda Cardellini,1817.0
13439,the wrong missy,Lauren Lapkus,591834.0
13440,scoob!,Mark Wahlberg,13240.0
13441,proximity,Highdee Kuan,2601302.0
13442,blood and money,Kristen Hager,73454.0
13443,body cam,Nat Wolff,232006.0
13444,the lovebirds,Kumail Nanjiani,466505.0
13445,inheritance,Simon Pegg,11108.0
13446,the high note,Tracee Ellis Ross,74611.0
13447,shirley,Michael Stuhlbarg,72873.0
13448,the last days of american crime,Anna Brewster,113968.0
13449,becky,Kevin James,32895.0
13450,mighty oak,Alexa PenaVega,57674.0
13451,da 5 bloods,Jonathan Majors,1674162.0
13452,artemis fowl,Lara McDonnell,1726976.0
13453,the king of staten island,Marisa Tomei,3141.0
13454,sniper: assassin's end,Tom Berenger,13022.0
13455,wasp network,Edgar Ramírez,25616.0
13456,feel the beat,Enrico Colantoni,15029.0
13457,eurovision song contest: the story of fire saga,Rachel McAdams,53714.0
13458,irresistible,Chris Cooper,2955.0
13459,my spy,Chloe Coleman,1696016.0
13460,we bare bears: the movie,Bobby Moynihan,452205.0
13461,hamilton,Phillipa Soo,1631814.0
13462,relic,Robyn Nevin,75893.0
13463,desperados,Robbie Amell,1223726.0
13464,the old guard,KiKi Layne,1884703.0
13465,money plane,Kelsey Grammer,7090.0
13466,greyhound,Stephen Graham,1115.0
13467,palm springs,Cristin Milioti,204392.0
13468,fatal affair,Omar Epps,4987.0
13469,the silencing,Hero Fiennes-Tiffin,1114487.0
13470,a nice girl like you,Leonidas Gulaptis,1367184.0
13471,ghosts of war,Theo Rossi,51995.0
13472,animal crackers,Emily Blunt,5081.0
13473,the kissing booth 2,Joel Courtney,518627.0
13474,the rental,Alison Brie,88029.0
13475,the secret: dare to dream,Josh Lucas,6164.0
13476,summerland,Gugu Mbatha-Raw,1216606.0
13477,she dies tomorrow,Jane Adams,209.0
13478,the tax collector,Shia LaBeouf,10959.0
13479,waiting for the barbarians,Johnny Depp,85.0
13480,project power,Joseph Gordon-Levitt,24045.0
13481,magic camp,Gillian Jacobs,94098.0
13482,spree,Sasheer Zamata,1395348.0
13483,the one and only ivan,Angelina Jolie,11701.0
13484,unhinged,Caren Pistorius,1046903.0
13485,tesla,Eve Hewson,933271.0
13486,cut throat city,T.I.,76126.0
13487,words on bathroom walls,Andy Garcia,1271.0
13488,bill & ted face the music,Alex Winter,18355.0
13489,the new mutants,Anya Taylor-Joy,1397778.0
13490,the personal history of david copperfield,Aneurin Barnard,145143.0
13491,i'm thinking of ending things,Jessie Buckley,1498158.0
13492,phineas and ferb the movie: candace against the universe,Ashley Tisdale,67600.0
13493,all together now,Rhenzy Feliz,1761634.0
13494,centigrade,Vincent Piazza,85924.0
13495,fatima,Goran Visnjic,5725.0
13496,tenet,Robert Pattinson,11288.0
13497,mulan,Donnie Yen,1341.0
13498,critical thinking,Jorge Lendeborg Jr.,1563266.0
13499,the owners,Sylvester McCoy,80112.0
13500,guest house,Mike Castle,1470345.0
13501,the babysitter: killer queen,Emily Alyn Lind,112742.0
13502,unpregnant,Barbie Ferreira,2340185.0
13503,the devil all the time,Bill Skarsgård,137905.0
13504,the broken hearts gallery,Dacre Montgomery,1525047.0
13505,i met a girl,Lily Sullivan,1186659.0
13506,rent-a-pal,Brian Landis Folkins,1858439.0
13507,the secrets we keep,Joel Kinnaman,92404.0
13508,antebellum,Eric Lange,116514.0
13509,the nest,Carrie Coon,1308445.0
13510,blackbird,Kate Winslet,204.0
13511,lost girls & love hotels,Takehiro Hira,1082509.0
13512,killian & the comeback kids,John Donchak,3002916.0
13513,enola holmes,Henry Cavill,73968.0
13514,the trial of the chicago 7,Sacha Baron Cohen,6730.0
13515,ava,John Malkovich,6949.0
13516,kajillionaire,Richard Jenkins,28633.0
13517,the last shift,Shane Paul McGhie,1684130.0
13518,secret society of second-born royals,Skylar Astin,73128.0
13519,she's in portland,François Arnaud,469462.0
13520,the boys in the band,Zachary Quinto,17306.0
