,movie_title,actor_name,actor_id
6091,farewell amor,Ntare Mwine,16760.0
6092,monster hunter,Milla Jovovich,63.0
6093,greenland,Gerard Butler,17276.0
6094,fatale,Hilary Swank,448.0
6095,skylines,Lindsey Morgan,1148626.0
6096,hunter hunter,Devon Sawa,50398.0
6097,breach,Cody Kearsley,1750413.0
6098,sylvie's love,Tessa Thompson,62561.0
6099,wonder woman 1984,Gal Gadot,90633.0
6100,soul,Jamie Foxx,134.0
6101,we can be heroes,Priyanka Chopra Jonas,77234.0
6102,one night in miami...,Kingsley Ben-Adir,1417352.0
6103,promising young woman,Carey Mulligan,36662.0
6104,pieces of a woman,Vanessa Kirby,556356.0
6105,shadow in the cloud,Chloë Grace Moretz,56734.0
6106,hacksaw,Amy Cay,2207160.0
6107,dr. bird's advice for sad poets,Lucas Jade Zumann,1485770.0
6108,the white tiger,Adarsh Gourav,1605786.0
6109,locked down,Anne Hathaway,1813.0
6110,the dig,Carey Mulligan,36662.0
6111,outside the wire,Anthony Mackie,53650.0
6112,the marksman,Liam Neeson,3896.0
6113,the ultimate playlist of noise,Keean Johnson,1448516.0
6114,american skin,Nate Parker,77277.0
6115,don't tell a soul,Jack Dylan Grazer,1774679.0
6116,our friend,Jason Segel,41088.0
6117,no man's land,Jake Allyn,1491348.0
6118,born a champion,Sean Patrick Flanery,54789.0
6119,wrong turn,Charlotte Vega,1262750.0
6120,penguin bloom,Naomi Watts,3489.0
6121,the little things,Denzel Washington,5292.0
6122,finding Ê»ohana,Kea Peahu,2921202.0
6123,nomadland,Frances McDormand,3910.0
6124,palmer,Justin Timberlake,12111.0
6125,falling,Viggo Mortensen,110.0
6126,little fish,Olivia Cooke,1173984.0
6127,son of the south,Lucas Till,429.0
6128,pvt chat,Julia Fox,2371446.0
6129,music,Kate Hudson,11661.0
6130,judas and the black messiah,Daniel Kaluuya,206919.0
6131,the mauritanian,Jodie Foster,1038.0
6132,breaking news in yuba county,Allison Janney,19.0
6133,barb and star go to vista del mar,Kristen Wiig,41091.0
6134,minari,Steven Yeun,215055.0
6135,to all the boys: always and forever,Lana Condor,1452046.0
6136,the world to come,Katherine Waterston,77795.0
6137,french exit,Michelle Pfeiffer,1160.0
6138,land,Robin Wright,32.0
6139,willy's wonderland,Nicolas Cage,2963.0
6140,the map of tiny perfect things,Kathryn Newton,221192.0
6141,fear of rain,Katherine Heigl,25541.0
6142,i care a lot,Rosamund Pike,10882.0
6143,flora & ulysses,Matilda Lawler,2382043.0
6144,silk road,Jason Clarke,76512.0
6145,tom & jerry,Chloë Grace Moretz,56734.0
6146,the united states vs. billie holiday,Andra Day,1658802.0
6147,cherry,Tom Holland,1136406.0
6148,crisis,Gary Oldman,64.0
6149,billie eilish: the world's a little blurry,Billie Eilish,2413513.0
6150,the vigil,Dave Davis,1367309.0
6151,moxie,Hadley Robinson,2311924.0
6152,coming 2 america,Eddie Murphy,776.0
6153,the spongebob movie: sponge on the run,Tom Kenny,78798.0
6154,raya and the last dragon,Kelly Marie Tran,1663195.0
6155,chaos walking,Daisy Ridley,1315036.0
6156,boss level,Frank Grillo,81685.0
6157,boogie,Taylor Takahashi,2410365.0
6158,yes day,Jennifer Garner,9278.0
6159,long weekend,Finn Wittrock,168877.0
6160,cosmic sin,Bruce Willis,62.0
6161,trust,Victoria Justice,191228.0
6162,zack snyder's justice league,Ben Affleck,880.0
6163,the courier,Benedict Cumberbatch,71580.0
6164,happily,Joel McHale,74949.0
6165,nobody,Bob Odenkirk,59410.0
6166,bad trip,Eric André,934159.0
6167,the seventh day,Guy Pearce,529.0
6168,senior moment,William Shatner,1748.0
6169,north hollywood,Ryder McLaughlin,2092052.0
6170,godzilla vs. kong,Alexander Skarsgård,28846.0
6171,concrete cowboy,Idris Elba,17605.0
6172,the unholy,Jeffrey Dean Morgan,47296.0
6173,every breath you take,Casey Affleck,1893.0
6174,shiva baby,Rachel Sennott,1976054.0
6175,the girl who believes in miracles,Mira Sorvino,23931.0
6176,the believer,Aidan Bristow,565339.0
6177,dawn of the beast,Francesca Anderson,2097791.0
6178,voyagers,Tye Sheridan,1034681.0
6179,thunder force,Melissa McCarthy,55536.0
6180,arlo the alligator boy,Michael J. Woodard,2854078.0
6181,monday,Sebastian Stan,60898.0
6182,in the earth,Joel Fry,54811.0
6183,stowaway,Anna Kendrick,84223.0
6184,mortal kombat,Lewis Tan,1610940.0
6185,together together,Ed Helms,27105.0
6186,the deep ones,Gina La Piana,57197.0
6187,things heard & seen,Amanda Seyfried,71070.0
6188,the mitchells vs. the machines,Abbi Jacobson,1325731.0
6189,without remorse,Michael B. Jordan,135651.0
6190,the virtuoso,Anson Mount,56675.0
6191,four good days,Glenn Close,515.0
6192,separation,Rupert Friend,36669.0
6193,the resort,Brock O'Hurn,1569982.0
6194,wrath of man,Jason Statham,976.0
6195,monster,Kelvin Harrison Jr.,1344361.0
6196,the paper tigers,Alain Uy,61834.0
6197,mainstream,Andrew Garfield,37625.0
6198,the water man,David Oyelowo,35013.0
6199,here today,Billy Crystal,7904.0
6200,above suspicion,Jack Huston,54738.0
6201,reboot camp,David Koechner,28638.0
6202,benny loves you,Karl Holt,2455571.0
6203,oxygen,Mélanie Laurent,19119.0
6204,army of the dead,Dave Bautista,543530.0
6205,those who wish me dead,Angelina Jolie,11701.0
6206,the woman in the window,Amy Adams,9273.0
6207,spiral,Chris Rock,2632.0
6208,georgetown,Christoph Waltz,27319.0
6209,finding you,Rose Reid,1963088.0
6210,the killing of two lovers,Clayne Crawford,59671.0
6211,616 wilford lane,John Littlefield,181778.0
6212,dream horse,Toni Collette,3051.0
6213,aquarium of the dead,Vivica A. Fox,2535.0
6214,blast beat,MoisÃ©s Arias,
6215,a quiet place part ii,Emily Blunt,5081.0
6216,cruella,Emma Stone,54693.0
6217,changing the game,Mack Beggs,2296610.0
6218,spirit untamed,Isabela Merced,1428070.0
6219,the conjuring: the devil made me do it,Patrick Wilson,17178.0
6220,gully,Jacob Latimore,512316.0
6221,flashback,Dylan O'Brien,527393.0
6222,under the stadium lights,Milo Gibson,1667883.0
6223,grace and grit,Mena Suvari,8211.0
6224,awake,Gina Rodriguez,180486.0
6225,infinite,Mark Wahlberg,13240.0
6226,peter rabbit 2: the runaway,James Corden,55466.0
6227,in the heights,Anthony Ramos,1560244.0
6228,wish dragon,Jimmy Wong,447244.0
6229,the misfits,Pierce Brosnan,517.0
6230,12 mighty orphans,Luke Wilson,36422.0
6231,the house next door: meet the blacks 2,Mike Epps,51944.0
6232,queen bees,Ellen Burstyn,9560.0
6233,domino: battle of the bones,David Arquette,15234.0
6234,hitman's wife's bodyguard,Ryan Reynolds,10859.0
6235,luca,Jacob Tremblay,1277188.0
6236,fatherhood,Kevin Hart,55638.0
6237,the birthday cake,Shiloh Fernandez,79795.0
6238,rita moreno: just a girl who decided to go for it,Rita Moreno,13299.0
6239,stalker,Christine Ko,1624486.0
6240,love spreads,Alia Shawkat,61178.0
6241,good on paper,Iliza Shlesinger,96316.0
6242,f9,Vin Diesel,12835.0
6243,the ice road,Liam Neeson,3896.0
6244,werewolves within,Sam Richardson,1429453.0
6245,false positive,Ilana Glazer,1325716.0
6246,lansky,Harvey Keitel,1037.0
6247,i carry you with me,Armando Espitia,1187081.0
6248,mary j. blige's my life,Mary J. Blige,84933.0
6249,rollers,Johnny Ray Gill,1106865.0
6250,america: the motion picture,Channing Tatum,38673.0
6251,zola,Taylour Paige,1335818.0
6252,no sudden move,Don Cheadle,1896.0
6253,the tomorrow war,Chris Pratt,73457.0
6254,the boss baby: family business,Alec Baldwin,7447.0
6255,the forever purge,Ana de la Reguera,57409.0
6256,fear street part one: 1994,Kiana Madeira,142115.0
6257,summer of soul,Dorinda Drake,
6258,till death,Megan Fox,19537.0
6259,let us in,Mackenzie Moss,
6260,black widow,Scarlett Johansson,1245.0
6261,fear street part two: 1978,Sadie Sink,1590797.0
6262,summertime,Tyris Winter,2817023.0
6263,gunpowder milkshake,Karen Gillan,543261.0
6264,space jam: a new legacy,LeBron James,107379.0
6265,escape room: tournament of champions,Taylor Russell,1353827.0
6266,fear street part three: 1666,Kiana Madeira,142115.0
6267,die in a gunfight,Alexandra Daddario,109513.0
6268,pig,Nicolas Cage,2963.0
6269,out of death,Bruce Willis,62.0
6270,how it ends,Zoe Lister-Jones,82885.0
6271,trollhunters: rise of the titans,Emile Hirsch,46593.0
6272,snake eyes,Henry Golding,1807132.0
6273,old,Gael García Bernal,258.0
6274,joe bell,Mark Wahlberg,13240.0
6275,jolt,Kate Beckinsale,3967.0
6276,midnight in the switchgrass,Megan Fox,19537.0
6277,broken diamonds,Ben Platt,1107296.0
6278,jungle cruise,Dwayne Johnson,18918.0
6279,stillwater,Matt Damon,1892.0
6280,the green knight,Dev Patel,76788.0
6281,nine days,Winston Duke,1447932.0
6282,ride the eagle,Jake Johnson,543505.0
6283,the evening hour,Philip Ettinger,211991.0
6284,the suicide squad,Idris Elba,17605.0
6285,naked singularity,John Boyega,236695.0
6286,john and the hole,Charlie Shotwell,1637129.0
6287,vivo,Lin-Manuel Miranda,1179651.0
6288,playing god,Hannah Kasulka,1184205.0
6289,swan song,Udo Kier,1646.0
6290,she ball,Nick Cannon,36811.0
6291,the kissing booth 3,Joey King,125025.0
6292,free guy,Ryan Reynolds,10859.0
6293,respect,Jennifer Hudson,15565.0
6294,beckett,John David Washington,1117313.0
6295,don't breathe 2,Stephen Lang,32747.0
6296,coda,Emilia Jones,1331023.0
6297,reminiscence,Hugh Jackman,6968.0
6298,the protÃ©gÃ©,Michael Keaton,2232.0
6299,sweet girl,Jason Momoa,117642.0
6300,the loud house movie,Asher Bishop,2597712.0
6301,the night house,Rebecca Hall,15556.0
6302,flag day,Dylan Penn,1535375.0
6303,cryptozoo,Lake Bell,25703.0
6304,habit,Josie Ho,78429.0
6305,demonic,Carly Pope,43903.0
6306,annette,Adam Driver,1023139.0
6307,risen,Caroline McQuade,2124586.0
6308,the witcher: nightmare of the wolf,Theo James,587020.0
6309,really love,Kofi Siriboe,1451543.0
6310,candyman,Yahya Abdul-Mateen II,1639847.0
6311,vacation friends,John Cena,56446.0
6312,he's all that,Addison Rae,2773990.0
6313,no man of god,Elijah Wood,109.0
6314,rushed,Siobhan Fallon Hogan,6751.0
6315,afterlife of the party,Victoria Justice,191228.0
6316,shang-chi and the legend of the ten rings,Simu Liu,1489211.0
6317,cinderella,Camila Cabello,1911673.0
6318,worth,Michael Keaton,2232.0
6319,the gateway,Shea Whigham,74242.0
6320,wild indian,Michael Greyeyes,154647.0
6321,we need to do something,Sierra McCormick,141526.0
6322,kate,Mary Elizabeth Winstead,17628.0
6323,everybody's talking about jamie,Max Harwood,2392013.0
6324,malignant,Annabelle Wallis,82809.0
6325,queenpins,Kristen Bell,40462.0
6326,the card counter,Oscar Isaac,25072.0
6327,come from away,Petrina Bromley,3223834.0
6328,the voyeurs,Sydney Sweeney,115440.0
6329,small engine repair,Jon Bernthal,19498.0
6330,language lessons,Desean Terry,114928.0
6331,show me the father,Sherman Smith,1568349.0
6332,catch the bullet,Jay Pickett,1213949.0
6333,bad candy,Zach Galligan,16170.0
6334,generation wrecks,Bridget McGarry,1846876.0
6335,my son,James McAvoy,5530.0
6336,nightbooks,Winslow Fegley,2115854.0
6337,the starling,Melissa McCarthy,55536.0
6338,the eyes of tammy faye,Jessica Chastain,83002.0
6339,cry macho,Clint Eastwood,190.0
6340,copshop,Gerard Butler,17276.0
6341,blue bayou,Justin Chon,65225.0
6342,prisoners of the ghostland,Nicolas Cage,2963.0
6343,best sellers,Michael Caine,3895.0
6344,lady of the manor,Melanie Lynskey,15091.0
6345,the nowhere inn,Annie Clark,444749.0
6346,my name is pauli murray,Patrica Bell-Scott,
6347,the killing of kenneth chamberlain,Frankie Faison,13936.0
6348,intrusion,Freida Pinto,76792.0
6349,my little pony: a new generation,Vanessa Hudgens,67599.0
6350,dear evan hansen,Ben Platt,1107296.0
6351,the guilty,Jake Gyllenhaal,131.0
6352,birds of paradise,Kristine Froseth,1633001.0
6353,after we fell,Josephine Langford,1753914.0
6354,venom: let there be carnage,Tom Hardy,2524.0
6355,the many saints of newark,Alessandro Nivola,4941.0
6356,the addams family 2,Oscar Isaac,25072.0
6357,bingo hell,L. Scott Caldwell,29051.0
6358,black as night,Ashja Cooper,
6359,old henry,Tim Blake Nelson,1462.0
6360,the jesus music,Amy Grant,1226879.0
6361,mayday,Grace Van Patten,1472783.0
6362,god's not dead: we the people,David A. R. White,116431.0
6363,there's someone inside your house,Sydney Park,1001946.0
6364,no time to die,Daniel Craig,8784.0
6365,mass,Reed Birney,163774.0
6366,south of heaven,Jason Sudeikis,58224.0
6367,the manor,Barbara Hershey,10767.0
6368,halloween kills,Jamie Lee Curtis,8944.0
6369,the last duel,Matt Damon,1892.0
6370,needle in a timestack,Leslie Odom Jr.,1254614.0
6371,hard luck love song,Michael Dorman,76068.0
6372,night teeth,Jorge Lendeborg Jr.,1563266.0
6373,dune,Timothee Chalamet,1190668.0
6374,ron's gone wrong,Zach Galifianakis,58225.0
6375,the french dispatch,Owen Wilson,887.0
6376,the harder they fall,Jonathan Majors,1674162.0
6377,the electrical life of louis wain,Benedict Cumberbatch,71580.0
6378,warning,Alex Pettyfer,61363.0
6379,passing,Tessa Thompson,62561.0
6380,hypnotic,Kate Siegel,932076.0
6381,antlers,Keri Russell,41292.0
6382,army of thieves,Matthias Schweighöfer,16808.0
6383,a mouthful of air,Amanda Seyfried,71070.0
6384,the souvenir part ii,Honor Swinton Byrne,2038688.0
6385,paranormal activity: next of kin,Emily Bader,1902689.0
6386,the spine of night,Richard E. Grant,20766.0
6387,violet,Olivia Munn,81364.0
6388,heart of champions,Michael Shannon,335.0
6389,eternals,Gemma Chan,97576.0
6390,red notice,Dwayne Johnson,18918.0
6391,spencer,Kristen Stewart,37917.0
6392,dangerous,Mel Gibson,2461.0
6393,love hard,Nina Dobrev,19961.0
6394,the beta test,Jim Cummings,12077.0
6395,clifford the big red dog,Jack Whitehall,212285.0
6396,"tick, tick... boom!",Andrew Garfield,37625.0
6397,home sweet home alone,Ellie Kemper,475512.0
6398,the power of the dog,Benedict Cumberbatch,71580.0
6399,bruised,Halle Berry,4587.0
6400,the princess switch 3: romancing the star,Vanessa Hudgens,67599.0
6401,ghostbusters: afterlife,Carrie Coon,1308445.0
6402,king richard,Will Smith,2888.0
6403,extinct,Adam DeVine,212604.0
6404,c'mon c'mon,Joaquin Phoenix,73421.0
6405,black friday,Devon Sawa,50398.0
6406,friend of the world,Nick Young,2239184.0
6407,encanto,Stephanie Beatriz,968367.0
6408,house of gucci,Lady Gaga,237405.0
6409,the unforgivable,Sandra Bullock,18277.0
6410,resident evil: welcome to raccoon city,Kaya Scodelario,115150.0
6411,8-bit christmas,Neil Patrick Harris,41686.0
6412,the humans,Richard Jenkins,28633.0
6413,south park: post covid,Matt Stone,34518.0
6414,licorice pizza,Alana Haim,1741367.0
6415,single all the way,Michael Urie,123795.0
6416,back to the outback,Isla Fisher,52848.0
6417,diary of a wimpy kid,Brady Noon,2239159.0
6418,encounter,Riz Ahmed,53240.0
6419,mixtape,Gemma Brooke Allen,1494163.0
6420,deadlock,Patrick Muldoon,41687.0
6421,west side story,Ansel Elgort,1159982.0
6422,don't look up,Leonardo DiCaprio,6193.0
6423,national champions,Stephan James,1388314.0
6424,being the ricardos,Nicole Kidman,2227.0
6425,red rocket,Simon Rex,35548.0
6426,the hating game,Lucy Hale,205307.0
6427,rumble,Will Arnett,21200.0
6428,south park: post covid: the return of covid,Matt Stone,34518.0
6429,spider-man: no way home,Tom Holland,1136406.0
6430,nightmare alley,Bradley Cooper,51329.0
6431,the lost daughter,Olivia Colman,39187.0
6432,swan song,Mahershala Ali,932967.0
6433,the tender bar,Ben Affleck,880.0
6434,mother/android,Chloë Grace Moretz,56734.0
6435,fortress,Jesse Metcalfe,57171.0
6436,sing 2,Matthew McConaughey,10297.0
6437,the matrix resurrections,Keanu Reeves,6384.0
6438,the king's man,Ralph Fiennes,5469.0
6439,the tragedy of macbeth,Denzel Washington,5292.0
6440,a journal for jordan,Michael B. Jordan,135651.0
6441,american underdog,Zachary Levi,69899.0
6442,memoria,Tilda Swinton,3063.0
6443,the 355,Jessica Chastain,83002.0
6444,the legend of la llorona,Autumn Reeser,74607.0
6445,the commando,Mickey Rourke,2295.0
6446,american siege,Timothy V. Murphy,92949.0
6447,scream,Melissa Barrera,1373659.0
6448,hotel transylvania: transformania,Andy Samberg,62861.0
6449,shattered,Cameron Monaghan,37089.0
6450,the royal treatment,Laura Marano,54722.0
6451,redeeming love,Abigail Cowen,1371456.0
6452,the king's daughter,Pierce Brosnan,517.0
6453,the tiger rising,Christian Convery,1721268.0
6454,hellblazers,Bruce Dern,6905.0
6455,the fallout,Jenna Ortega,974169.0
6456,home team,Kevin James,32895.0
6457,the ice age adventures of buck wild,Simon Pegg,11108.0
6458,clean,Adrien Brody,3490.0
6459,jackass forever,Johnny Knoxville,9656.0
6460,moonfall,Halle Berry,4587.0
6461,last looks,Charlie Hunnam,56365.0
6462,the long night,Scout Taylor-Compton,21318.0
6463,kimi,Zoë Kravitz,37153.0
6464,shut in,Rainey Qualley,1008554.0
6465,death on the nile,Tom Bateman,1364004.0
6466,marry me,Jennifer Lopez,16866.0
6467,blacklight,Liam Neeson,3896.0
6468,i want you back,Charlie Day,95101.0
6469,tall girl 2,Ava Michelle,2398197.0
6470,the sky is everywhere,Grace Kaufman,1366083.0
6471,the in between,Joey King,125025.0
6472,fistful of vengeance,Iko Uwais,113732.0
6473,uncharted,Tom Holland,1136406.0
6474,dog,Channing Tatum,38673.0
6475,texas chainsaw massacre,Sarah Yarkin,2035239.0
6476,the cursed,Boyd Holbrook,467645.0
6477,a fairy tale after all,Emily Shenaut,3130413.0
6478,cyrano,Peter Dinklage,22970.0
6479,studio 666,Dave Grohl,533061.0
6480,a madea homecoming,Tyler Perry,80602.0
6481,no exit,Havana Rose Liu,2378813.0
6482,i'll find you,Adelaide Clemens,205474.0
6483,gasoline alley,Devon Sawa,50398.0
6484,the batman,Robert Pattinson,11288.0
6485,after yang,Colin Farrell,72466.0
6486,fresh,Daisy Edgar-Jones,2230991.0
6487,a day to die,Kevin Dillon,6863.0
6488,the hyperions,Cary Elwes,2130.0
6489,the adam project,Ryan Reynolds,10859.0
6490,turning red,Rosalie Chiang,3156344.0
6491,tyson's run,Rory Cochrane,51792.0
6492,rescued by ruby,Grant Gustin,122616.0
6493,the outfit,Mark Rylance,40900.0
6494,deep water,Ben Affleck,880.0
6495,cheaper by the dozen,Gabrielle Union,17773.0
6496,windfall,Lily Collins,112561.0
6497,x,Mia Goth,1137824.0
6498,umma,Sandra Oh,25540.0
6499,alice,Keke Palmer,74688.0
6500,master,Regina Hall,35705.0
6501,measure of revenge,Peyfa (director); Melissa Leo,
6502,the lost city,Sandra Bullock,18277.0
6503,everything everywhere all at once,Michelle Yeoh,1620.0
6504,infinite storm,Naomi Watts,3489.0
6505,7 days,Karan Soni,1109702.0
6506,moonshot,Cole Sprouse,56730.0
6507,morbius,Jared Leto,7499.0
6508,the bubble,Karen Gillan,543261.0
6509,the contractor,Chris Pine,62064.0
6510,better nate than ever,Aria Brooks,2443554.0
6511,sonic the hedgehog 2,James Marsden,11006.0
6512,ambulance,Jake Gyllenhaal,131.0
6513,all the old knives,Chris Pine,62064.0
6514,metal lords,Jaeden Martell,1274508.0
6515,father stu,Mark Wahlberg,13240.0
6516,fantastic beasts: the secrets of dumbledore,Eddie Redmayne,37632.0
6517,dual,Karen Gillan,543261.0
6518,titanic 666,Jamie Bamber,50668.0
6519,the bad guys,Sam Rockwell,6807.0
6520,the northman,Alexander Skarsgård,28846.0
6521,the unbearable weight of massive talent,Nicolas Cage,2963.0
6522,polar bear,Alastair Fothergill,67589.0
6523,the survivor,Ben Foster,11107.0
6524,memory,Liam Neeson,3896.0
6525,crush,Rowan Blanchard,1257205.0
6526,fortress: sniper's eye,Jesse Metcalfe,57171.0
6527,corrective measures,Bruce Willis,62.0
6528,doctor strange in the multiverse of madness,Benedict Cumberbatch,71580.0
6529,along for the ride,Emma Pasarow,2675886.0
6530,marmaduke,Pete Davidson,1427948.0
6531,escape the field,Jordan Claire Robbins,1776153.0
6532,operation mincemeat,Colin Firth,5472.0
6533,senior year,Rebel Wilson,221581.0
6534,firestarter,Zac Efron,29222.0
6535,sneakerella,Chosen Jacobs,1643043.0
6536,on the count of three,Jerrod Carmichael,1400880.0
6537,private property,Ashley Benson,78030.0
6538,family camp,Eddie James,3142736.0
6539,montana story,Haley Lu Richardson,1286328.0
6540,vendetta,Clive Standen,85977.0
6541,downton abbey: a new era,Hugh Bonneville,19923.0
6542,chip 'n dale: rescue rangers,John Mulaney,933558.0
6543,good mourning,Machine Gun Kelly,1276759.0
6544,the valet,Eugenio Derbez,239574.0
6545,emergency,RJ Cyler,1394670.0
6546,top gun: maverick,Tom Cruise,500.0
6547,the bob's burgers movie,H. Jon Benjamin,185773.0
6548,zero contact,Anthony Hopkins,4173.0
6549,a chiara,Swamy Rotolo,3154882.0
6550,south park the streaming wars,Trey Parker,34517.0
6551,hollywood stargirl,Grace VanderWaal,2096167.0
6552,benediction,Jack Lowden,1334638.0
6553,interceptor,Elsa Pataky,73269.0
6554,fire island,Joel Kim Booster,2371545.0
6555,watcher,Maika Monroe,1094091.0
6556,dashcam,Annie Hardy,2308790.0
6557,white elephant,Michael Rooker,12132.0
6558,hustle,Adam Sandler,19292.0
6559,jurassic world dominion,Chris Pratt,73457.0
6560,jennifer lopez: halftime,Jennifer Lopez,16866.0
6561,father of the bride,Andy Garcia,1271.0
6562,lightyear,Chris Evans,16828.0
6563,spiderhead,Chris Hemsworth,74568.0
6564,jerry & marge go large,Bryan Cranston,17419.0
6565,cha cha real smooth,Dakota Johnson,118545.0
6566,mid-century,Stephen Lang,32747.0
6567,abandoned,Emma Roberts,34847.0
6568,beavis and butt-head do the universe,Mike Judge,17403.0
6569,elvis,Austin Butler,86654.0
6570,the black phone,Ethan Hawke,569.0
6571,the man from toronto,Kevin Hart,55638.0
6572,the sea beast,Karl Urban,1372.0
6573,marcel the shell with shoes on,Jenny Slate,213001.0
6574,rise,Uche Agada,3079302.0
6575,press play,Clara Rugaard,1443492.0
6576,beauty,Gracie Marie Bradley,2894336.0
6577,minions: the rise of gru,Steve Carell,4495.0
6578,the forgiven,Ralph Fiennes,5469.0
6579,mr. malcolm's list,Freida Pinto,76792.0
6580,the princess,Joey King,125025.0
6581,hot seat,Kevin Dillon,6863.0
6582,"hello, goodbye, and everything in between",Jordan Fisher,1192274.0
6583,thor: love and thunder,Chris Hemsworth,74568.0
6584,south park the streaming wars part 2,Trey Parker,34517.0
6585,the gray man,Ryan Gosling,30614.0
6586,where the crawdads sing,Daisy Edgar-Jones,2230991.0
6587,paws of fury: the legend of hank,Michael Cera,39995.0
6588,persuasion,Dakota Johnson,118545.0
6589,gone in the night,Winona Ryder,1920.0
6590,1up,Paris Berelc,1512122.0
6591,wrong place,Ashley Greene,45827.0
6592,don't make me go,John Cho,68842.0
6593,he's watching,Iris Serena Estes,3598956.0
6594,nope,Daniel Kaluuya,206919.0
6595,anything's possible,Eva Reign,2353461.0
6596,alone together,Katie Holmes,3897.0
6597,dc league of super-pets,Dwayne Johnson,18918.0
6598,thirteen lives,Viggo Mortensen,110.0
6599,vengeance,B. J. Novak,107770.0
6600,sharp stick,Kristine Froseth,1633001.0
6601,not okay,Zoey Deutch,1059597.0
6602,paradise highway,Juliette Binoche,1137.0
6603,resurrection,Rebecca Hall,15556.0
6604,a love song,Dale Dickey,46814.0
6605,honor society,Angourie Rice,1265629.0
6606,allegoria,Krsy Fox,2829463.0
6607,kung fu ghost,Jennifer N. Linch,3586316.0
6608,bullet train,Brad Pitt,287.0
6609,easter sunday,Jo Koy,114394.0
6610,rise of the teenage mutant ninja turtles: the movie,Ben Schwartz,222121.0
6611,luck,Eva Noblezada,1684452.0
6612,prey,Amber Midthunder,1654001.0
6613,bodies bodies bodies,Amandla Stenberg,561869.0
6614,they/them,Theo Germaine,2377344.0
6615,secret headquarters,Owen Wilson,887.0
6616,day shift,Jamie Foxx,134.0
6617,mack & rita,Diane Keaton,3092.0
6618,fall,Grace Caroline Currey,54633.0
6619,emily the criminal,Aubrey Plaza,119592.0
6620,summering,Lia Barnett,3193729.0
6621,look both ways,Lili Reinhart,1136940.0
6622,beast,Idris Elba,17605.0
6623,orphan: first kill,Isabelle Fuhrman,77517.0
6624,spin me round,Alison Brie,88029.0
6625,delia's gone,Stephan James,1388314.0
6626,three thousand years of longing,Idris Elba,17605.0
6627,samaritan,Sylvester Stallone,16483.0
6628,me time,Kevin Hart,55638.0
6629,the invitation,Nathalie Emmanuel,1251069.0
6630,breaking,John Boyega,236695.0
6631,funny pages,Daniel Zolghadri,1375795.0
6632,honk for jesus. save your soul.,Regina Hall,35705.0
6633,gigi & nate,Marcia Gay Harden,4726.0
6634,wire room,Kevin Dillon,6863.0
6635,one way,Machine Gun Kelly,1276759.0
6636,after ever happy,Josephine Langford,1753914.0
6637,pinocchio,Tom Hanks,31.0
6638,barbarian,Georgina Campbell,1335315.0
6639,end of the road,Queen Latifah,15758.0
6640,lifemark,Kirk Cameron,78041.0
6641,clerks iii,Brian O'Halloran,23629.0
6642,the woman king,Viola Davis,19492.0
6643,see how they run,Sam Rockwell,6807.0
6644,blonde,Ana de Armas,224513.0
6645,pearl,Mia Goth,1137824.0
6646,do revenge,Camila Mendes,1721740.0
6647,the silent twins,Letitia Wright,1083010.0
6648,"confess, fletch",Jon Hamm,65717.0
6649,moonage daydream,David Bowie,7487.0
6650,god's country,Thandiwe Newton,9030.0
6651,goodnight mommy,Naomi Watts,3489.0
6652,running the bases,Brett Varvel,1316441.0
6653,jeepers creepers: reborn,Sydney Craven,1817397.0
6654,don't worry darling,Florence Pugh,1373737.0
6655,catherine called birdy,Bella Ramsey,1668004.0
6656,section eight,Ryan Kwanten,133212.0
6657,lou,Allison Janney,19.0
6658,on the come up,Jamila C. Gray,3637692.0
6659,a jazzman's blues,Joshua Boone,1486510.0
6660,the munsters,Sheri Moon Zombie,21319.0
6661,smile,Sosie Bacon,1396124.0
6662,bros,Billy Eichner,973651.0
6663,hocus pocus 2,Bette Midler,73931.0
6664,the greatest beer run ever,Zac Efron,29222.0
6665,the good house,Sigourney Weaver,10205.0
6666,luckiest girl alive,Mila Kunis,18973.0
6667,dead for a dollar,Christoph Waltz,27319.0
6668,my best friend's exorcism,Elsie Fisher,122851.0
6669,mr. harrigan's phone,Donald Sutherland,55636.0
6670,terrifier 2,Lauren LaVera,1882502.0
6671,"lyle, lyle, crocodile",Javier Bardem,3810.0
6672,amsterdam,Christian Bale,3894.0
6673,tÃ¡r,Cate Blanchett,112.0
6674,hellraiser,Odessa A'zion,1972166.0
6675,significant other,Maika Monroe,1094091.0
6676,grimcutty,Sara Wolfkind,3620497.0
6677,halloween ends,Jamie Lee Curtis,8944.0
6678,till,Danielle Deadwyler,1853909.0
6679,rosaline,Kaitlyn Dever,481337.0
6680,raymond & ray,Ewan McGregor,3061.0
6681,the curse of bridge hollow,Marlon Wayans,9562.0
6682,bitch ass,Tony Todd,19384.0
6683,the school for good and evil,Sophia Anne Caruso,1494194.0
6684,the good nurse,Jessica Chastain,83002.0
6685,v/h/s/99,Maggie Levin,1400378.0
6686,black adam,Dwayne Johnson,18918.0
6687,ticket to paradise,George Clooney,1461.0
6688,wendell & wild,Keegan-Michael Key,298410.0
6689,the banshees of inisherin,Colin Farrell,72466.0
6690,my policeman,Harry Styles,1052109.0
6691,aftersun,Paul Mescal,2326151.0
6692,detective knight: rogue,Bruce Willis,62.0
